Agency Name,State Name [District] Latest available year,Agency ID - NCES Assigned [District] Latest available year,Full-Time Equivalent (FTE) Teachers [District] 2009-10,Full-Time Equivalent (FTE) Teachers [Public School] 2009-10,Pupil/Teacher Ratio [District] 2009-10,Pupil/Teacher Ratio [Public School] 2009-10,Prekindergarten Teachers [District] 2009-10,Kindergarten Teachers [District] 2009-10,Elementary Teachers [District] 2009-10,Secondary Teachers [District] 2009-10,Ungraded Teachers [District] 2009-10,Total Staff [District] 2009-10,Instructional Aides [District] 2009-10,Instructional Coordinators [District] 2009-10,Elementary Guidance Counselors [District] 2009-10,Secondary Guidance Counselors [District] 2009-10,Total Guidance Counselors [District] 2009-10,Librarians/Media Specialists [District] 2009-10,Library Media Support Staff [District] 2009-10,LEA Administrators [District] 2009-10,LEA Administrative Support Staff [District] 2009-10,School Administrators [District] 2009-10,School Administrative Support Staff [District] 2009-10,Student Support Services Staff [District] 2009-10,Other Support Services Staff [District] 2009-10
ADAMS TOWNSHIP SCHOOL DISTRICT,Michigan,2601890,29.30,29.20,13.90,13.90,0,="0.20",8.90,18.20,2.00,45.60,3.00,0,–,–,="0.80",0,0,2.00,–,–,2.00,0,8.50
ADAMS-CHESHIRE,Massachusetts,2501780,120.70,121.00,13.70,13.70,–,9.00,66.50,31.20,14.00,257.70,66.00,2.00,1.00,3.00,4.00,1.50,–,3.00,8.00,5.00,6.50,11.00,30.00
ADAMS-FRIENDSHIP AREA SCHOOL DISTRICT,Wisconsin,5500060,155.00,154.80,12.60,12.60,7.00,7.50,61.50,78.00,1.00,282.20,27.60,2.70,2.00,4.00,6.00,1.50,0,3.00,6.40,8.00,12.60,8.00,51.40
ADAMS-WELLS SPECIAL SERVICES COOP,Indiana,1800100,67.00,†,†,†,4.00,1.00,36.00,26.00,0,156.00,75.00,0,0,0,0,0,0,1.00,0,0,4.00,9.00,0
ADAMS/PIKE ROE,Illinois,1700162,–,†,–,†,–,–,–,–,–,0,–,–,–,–,–,–,–,–,–,–,–,–,–
ADDISON CENTRAL SCHOOL DISTRICT,New York,3602370,103.00,92.10,12.00,13.40,3.00,7.70,42.70,35.10,14.50,215.80,37.00,1.20,0,–,1.90,2.00,2.50,2.00,13.50,4.00,2.60,8.10,38.00
ADDISON CENTRAL SUPERVISORY UNION,Vermont,5099903,8.60,†,5.20,†,0,0,0,0,8.60,40.20,7.90,2.00,0,0,0,0,0,3.00,12.40,0,2.50,3.60,="0.20"
ADDISON COMMUNITY SCHOOLS,Michigan,2601920,56.60,56.40,19.90,19.90,0,3.00,19.80,25.60,8.20,125.50,20.60,1.50,–,–,1.00,0,–,2.00,1.00,2.00,8.40,3.00,29.40
ADDISON NORTHEAST SUPERVISORY UNION,Vermont,5099901,4.00,†,7.30,†,0,0,1.00,0,3.00,27.50,3.00,3.00,0,0,0,0,2.50,2.00,7.80,0,1.00,3.50,="0.70"
ADDISON NORTHWEST SUPERVISORY UNION,Vermont,5099902,8.60,†,4.50,†,1.00,0,0,0,7.60,25.30,4.60,3.00,–,0,–,0,0,1.80,4.80,0,1.00,="0.50",1.00
ADDISON RUTLAND SUPERVISORY UNION,Vermont,5099904,10.10,†,†,†,0,0,0,0,10.10,39.10,14.40,1.00,0,–,–,0,–,3.00,5.50,0,1.50,3.60,0
ADDISON SCHOOL DISTRICT,Vermont,5001710,11.00,11.00,11.10,11.10,0,1.00,9.00,0,1.00,25.20,6.00,0,="0.80",0,="0.80",="0.40",0,0,="0.50",1.00,1.00,1.10,3.40
ADDISON SD 4,Illinois,1703150,235.80,237.00,17.30,17.20,6.00,10.60,141.30,77.90,0,304.20,–,0,–,0,–,1.00,–,0,4.00,8.00,–,19.40,36.00
ADEL DESOTO MINBURN COMM SCHOOL DISTRICT,Iowa,1903150,118.60,118.70,12.60,12.50,3.10,8.10,53.40,54.00,†,237.60,49.20,0,0,2.50,2.50,2.00,2.10,2.00,2.00,7.50,10.90,1.00,39.80
ADEL SD 21,Oregon,4100990,1.00,2.00,19.00,9.50,0,0,1.00,0,0,1.00,–,0,0,0,0,0,0,0,0,0,0,0,–
ADELANTO ELEMENTARY,California,="0601710",368.00,363.50,23.20,23.50,–,31.00,334.00,0,3.00,676.50,63.00,1.00,4.00,0,4.00,0,–,4.00,33.50,19.00,33.00,–,151.00
ADENA LOCAL,Ohio,3904949,61.80,67.80,21.00,19.10,0,4.00,30.00,22.60,5.20,133.70,4.00,1.00,0,0,2.30,1.10,2.00,2.00,6.00,3.00,5.00,9.00,36.50
ADIRONDACK CENTRAL SCHOOL DISTRICT,New York,3605040,128.60,105.90,11.40,13.80,0,8.70,53.60,49.40,16.90,252.30,21.70,1.00,0,–,3.00,1.00,4.00,2.00,14.50,3.70,1.70,7.00,64.10
ADLAI E STEVENSON HSD 125,Illinois,1732580,267.30,267.00,16.70,16.70,0,0,0,267.30,0,341.30,–,11.00,0,22.00,22.00,2.00,–,0,3.00,2.00,–,7.50,26.50
ADMIRAL PEARY AVTS,Pennsylvania,4280120,18.00,18.00,26.20,26.20,0,0,0,16.00,2.00,22.00,–,0,0,1.00,1.00,0,0,1.00,–,2.00,0,0,–
ADNA SCHOOL DISTRICT,Washington,5300060,32.80,32.80,18.20,18.20,0,1.00,16.30,15.50,0,49.00,3.90,0,="0.10",="0.90",1.00,0,="0.70",1.00,1.80,2.00,2.30,0,3.50
ADRIAN ISD,Texas,4807500,14.30,14.40,8.20,8.10,="0.40",="0.60",5.20,8.00,="0.10",24.30,3.00,0,0,0,0,0,0,="0.60",1.00,0,0,0,5.40
ADRIAN PUBLIC SCHOOL DISTRICT,Minnesota,2702730,42.70,41.80,15.60,16.00,1.00,3.00,18.50,20.20,0,83.90,16.50,0,0,1.00,1.00,="0.60",="0.80",2.00,3.00,1.00,3.60,5.70,7.00
ADRIAN R-III,Missouri,2902850,50.20,46.00,14.30,15.70,0,3.00,24.30,22.90,0,86.60,12.00,1.50,1.00,1.00,2.00,="0.90",0,2.00,4.50,2.00,–,11.10,="0.40"
ADRIAN SCHOOL DISTRICT OF THE CITY OF,Michigan,2601950,219.70,212.20,17.20,18.10,9.50,15.00,82.70,79.70,32.80,455.80,73.10,9.30,–,–,6.00,1.00,–,17.80,2.00,2.00,29.40,2.00,93.50
ADRIAN SD 61,Oregon,4101020,17.20,17.20,14.90,14.90,0,1.00,9.00,7.20,0,29.60,5.70,="0.20",0,="0.30",="0.30",="0.80",–,–,0,1.50,2.00,–,1.90
ADVANCE R-IV,Missouri,2902880,37.00,33.80,11.20,12.20,="0.50",2.00,17.70,16.80,0,54.10,="0.50",="0.30",="0.40",="0.60",1.00,1.00,0,1.00,4.00,1.80,–,6.50,1.00
ADVANCED EDUCATION SERVICES,Arizona,="0400286",0,†,†,†,0,0,0,0,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADVANCED EDUCATION SERVICES  INC.,Arizona,="0400188",0,†,†,†,0,0,0,0,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADVANCED MATH AND SCIENCE ACADEMY CHARTER (DISTRICT),Massachusetts,2500085,31.70,32.00,12.90,12.80,–,0,29.70,0,2.00,48.10,2.50,="0.20",–,–,–,0,–,2.00,1.00,5.00,3.00,0,2.70
ADVANCED TECHNOLOGY ACADEMY,Michigan,2600255,44.50,44.50,21.60,21.60,0,2.00,12.40,29.10,1.00,88.20,8.80,2.00,–,–,2.00,0,–,1.70,1.20,6.50,4.60,4.00,12.90
ADVANTAGE ACADEMY,Texas,4800041,50.40,50.50,24.00,24.00,1.80,6.50,22.60,17.50,2.00,137.70,4.00,0,0,0,0,0,0,1.00,5.80,3.00,8.50,0,65.00
ADVENTURE ACADEMIES OF AMERICA,Arizona,="0400443",–,†,†,†,–,–,–,–,†,0,–,–,–,–,–,–,–,–,–,–,–,–,–
AEA 11 HEARTLAND AEA,Iowa,1999011,45.00,†,†,†,0,0,45.00,0,†,598.60,13.70,23.50,0,0,0,0,32.90,15.00,2.00,7.00,59.00,377.50,23.00
AEA 13 GREEN HILLS AEA,Iowa,1999013,21.50,†,†,†,0,0,21.50,0,†,250.00,28.60,5.00,0,0,0,0,5.30,3.00,2.00,45.50,26.00,92.00,21.10
AEA 14 GREEN VALLEY AEA,Iowa,1999014,5.00,†,†,†,0,0,5.00,0,†,87.30,8.80,4.00,0,0,0,1.00,6.20,14.00,2.00,9.00,6.00,28.50,2.80
AEA 16 GREAT RIVER AEA                                      ,Iowa,1999016,9.50,†,†,†,0,0,9.50,0,†,129.00,13.00,8.00,0,0,0,1.00,8.00,3.00,2.00,1.00,13.00,65.50,5.00
AEA 267,Iowa,1999007,249.00,†,†,†,0,0,249.00,0,†,995.10,290.20,14.50,0,0,0,0,26.00,21.00,2.00,8.00,66.00,272.00,46.40
AFFTON 101,Missouri,2902910,151.00,149.30,16.60,16.70,0,5.00,57.30,88.70,0,240.50,0,4.00,4.10,3.00,7.10,6.00,0,2.40,26.00,9.00,–,25.00,10.00
AFSA HIGH SCHOOL,Minnesota,2700186,14.30,14.30,15.10,15.10,0,0,0,14.30,0,27.80,5.80,="0.30",0,0,0,0,0,1.00,0,0,1.00,2.10,3.30
AFTON,Oklahoma,4002520,32.30,32.10,15.00,15.10,1.00,2.00,16.30,10.50,2.50,62.30,7.70,0,="0.50",="0.50",1.00,1.00,="0.50",1.00,1.90,3.00,2.00,="0.60",11.30
AFTON CENTRAL SCHOOL DISTRICT,New York,3602400,63.80,61.10,10.50,11.00,="0.10",4.30,27.30,22.40,9.70,159.70,32.50,1.30,0,–,2.00,1.30,2.00,3.00,9.00,1.90,="0.90",3.00,39.00
AGAR-BLUNT-ONIDA SCHOOL DISTRICT 58-3,South Dakota,4600042,30.30,30.30,10.10,10.10,="0.20",1.00,14.80,9.80,4.50,35.30,–,="0.30",="0.40",="0.60",1.00,1.00,–,="0.70",–,2.00,–,0,–
AGATE SCHOOL DISTRICT NO. 300,Colorado,="0801980",10.50,10.50,5.80,5.80,0,0,4.10,6.40,†,23.90,1.80,0,0,="0.40",="0.40",1.30,0,1.00,2.30,–,="0.40",1.10,5.10
AGAWAM,Massachusetts,2501800,331.20,332.00,13.20,13.20,–,13.00,178.70,82.40,57.10,608.90,102.90,2.00,3.00,4.00,7.00,4.00,–,7.00,27.00,13.00,18.00,37.80,59.00
AGBU ALEX-MARIE MANOOGIAN SCHOOL,Michigan,2600106,21.40,21.40,16.10,16.10,0,1.00,8.00,11.40,1.00,40.80,2.70,="0.40",–,–,1.00,="0.80",0,2.50,1.00,0,3.00,2.20,5.80
AGORA CYBER CS,Pennsylvania,4200140,25.00,25.30,30.90,30.50,0,0,12.00,10.00,3.00,29.00,0,1.00,0,0,0,0,0,2.00,0,1.00,0,0,0
AGRA,Oklahoma,4002550,31.50,25.70,14.00,17.10,1.00,1.00,18.00,10.50,1.00,66.50,14.80,0,0,="0.60",="0.60",0,1.00,1.00,4.00,2.00,0,="0.70",10.90
AGUA DULCE ISD,Texas,4807530,29.30,29.30,12.40,12.40,1.50,1.50,9.70,15.30,1.30,57.50,6.80,2.00,0,0,1.00,0,0,1.00,2.40,2.00,1.90,2.00,9.10
AGUA FRIA UNION HIGH SCHOOL DISTRICT,Arizona,="0400450",265.00,265.00,20.50,20.50,0,0,0,265.00,†,543.50,67.50,1.00,0,15.00,15.00,3.00,9.00,4.00,5.00,13.00,13.50,57.70,89.80
AGUILA ELEMENTARY DISTRICT,Arizona,="0400480",12.00,12.00,15.30,15.30,0,2.00,10.00,0,†,28.30,5.50,0,0,0,0,="0.50",1.00,1.00,="0.80",0,1.30,3.50,2.70
AGUILAR REORGANIZED SCHOOL DISTRICT NO. 6,Colorado,="0802010",15.00,11.00,10.70,14.60,1.00,1.00,5.90,7.10,†,31.60,4.00,0,0,0,0,–,1.20,1.00,1.00,1.00,1.70,1.00,5.70
AGWSR COMM SCHOOL DISTRICT,Iowa,1903060,54.80,54.80,11.40,11.40,2.20,2.70,21.70,28.20,†,111.40,16.00,1.00,0,1.00,1.00,="0.50",3.00,2.00,2.00,5.50,4.80,0,20.80
AHWATUKEE FOOTHILLS PREP  INC.,Arizona,="0400418",0,†,†,†,0,0,0,0,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIBT NON-PROFIT CHARTER HIGH SCHOOL - PHOENIX,Arizona,="0400274",0,†,†,†,0,0,0,0,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIKEN 01,South Carolina,4500720,1660.10,2323.30,15.10,10.80,24.50,74.30,1016.20,438.00,107.10,2446.50,503.60,–,34.30,19.00,53.30,39.70,–,18.00,="0.30",118.70,–,29.30,23.50
AINSWORTH COMMUNITY SCHOOLS,Nebraska,3102790,44.70,47.20,11.20,10.60,–,–,28.90,15.80,0,74.60,8.50,1.60,1.40,="0.70",2.10,1.10,1.00,1.00,5.00,2.80,–,0,6.80
AIR ACADEMY CHARTER HIGH SCHOOL,Arizona,="0400287",0,†,–,†,0,0,0,0,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIR ACADEMY CHARTER HIGH SCHOOL DBA THOMAS JEFFERSON HIGH SC,Arizona,="0400372",0,†,†,†,0,0,0,0,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIRLINE CSD,Maine,2302500,5.90,5.90,7.30,7.30,–,–,5.90,0,0,18.20,1.70,–,–,0,="0.30",0,0,2.60,0,="0.90",2.40,="0.80",3.60
AIRPORT COMMUNITY SCHOOLS,Michigan,2601980,153.60,153.60,20.60,20.60,0,4.00,55.10,72.50,22.00,318.90,46.90,3.00,–,–,5.00,2.00,2.80,2.00,1.00,9.00,15.50,4.50,73.60
AISHA SHULE/WEB DUBOIS PREP. ACADEMY SCHOOL,Michigan,2600124,17.20,17.20,17.10,17.10,0,1.00,4.00,11.20,1.00,38.50,3.00,3.00,–,–,–,0,0,1.00,2.00,2.80,2.00,3.00,4.50
AITKIN PUBLIC SCHOOL DISTRICT,Minnesota,2702760,82.40,80.70,16.20,16.50,2.90,2.30,36.80,40.40,0,172.90,27.70,1.00,="0.20",1.20,1.40,1.00,4.80,3.10,2.60,2.50,8.70,9.30,28.40
AJO UNIFIED DISTRICT,Arizona,="0400520",28.30,28.30,18.00,18.00,0,1.00,19.10,8.20,†,50.30,8.30,0,="0.70",="0.30",1.00,1.00,0,1.00,0,1.00,0,3.40,6.30
AKIMEL O OTHAM PEE POSH CHARTER SCHOOL  INC.,Arizona,="0400403",0,†,†,†,0,0,0,0,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKIMEL O'OTHAM PEE POSH CHARTER SCHOOL  INC.,Arizona,="0400404",0,†,†,†,0,0,0,0,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKIN CCSD 91,Illinois,1703210,10.00,10.00,13.00,13.00,0,1.00,9.00,0,0,13.00,–,0,0,0,0,0,–,0,0,1.00,–,1.00,1.00
AKRON CENTRAL SCHOOL DISTRICT,New York,3602430,124.90,117.50,13.40,14.30,1.00,10.30,47.80,49.50,16.30,267.10,26.00,2.00,–,–,4.50,2.00,1.00,2.10,15.50,3.40,2.00,5.00,78.70
AKRON CITY,Ohio,3904348,2014.50,1966.00,13.10,13.50,23.00,157.00,1048.50,726.50,59.50,5832.20,431.00,30.00,0,0,46.50,16.00,103.50,3.00,1084.50,96.00,169.00,751.20,1087.00
AKRON DIGITAL ACADEMY,Ohio,3900152,21.10,21.90,25.50,24.60,0,0,3.80,12.10,5.20,45.40,10.70,0,0,0,0,0,0,="0.10",5.40,0,0,3.50,4.60
AKRON SCHOOL DISTRICT NO. R-1,Colorado,="0802040",34.80,34.80,12.90,12.70,="0.20",1.30,12.70,20.60,†,67.20,12.20,1.90,="0.60",="0.60",1.20,="0.10",1.50,1.80,="0.90",2.00,2.00,–,8.80
AKRON WESTFIELD COMM SCHOOL DISTRICT,Iowa,1903220,48.90,48.80,12.20,12.20,1.80,2.80,19.70,24.60,†,83.90,9.30,0,="0.50",1.00,1.50,0,1.00,1.00,2.00,2.00,3.90,0,14.30
AKRON-FAIRGROVE SCHOOLS,Michigan,2602010,18.60,18.60,19.90,19.90,0,1.00,5.80,9.80,2.00,45.10,3.00,0,–,–,="0.30",0,–,3.00,1.00,0,4.00,2.50,12.70
AL INST DEAF AND BLIND,Alabama,="0100009",–,0,†,†,–,–,–,–,†,0,–,–,–,–,–,–,–,–,–,–,–,–,–
AL PRICE STATE JUVENILE CORRECTIONAL FACILITY,Texas,4800222,0,†,†,†,0,0,0,0,0,0,0,0,0,0,0,0,–,0,0,0,0,0,0
AL SCH OF MATH AND SCIENCE                                  ,Alabama,="0100010",–,0,†,†,–,–,–,–,†,0,–,–,–,–,–,–,–,–,–,–,–,–,–
ALABAMA CLINICAL ENTERPRISES,Alabama,="0100014",–,†,†,†,–,–,–,–,†,0,–,–,–,–,–,–,–,–,–,–,–,–,–
ALABAMA SCHOOL OF FINE ARTS,Alabama,="0100018",43.00,47.00,8.30,7.60,0,0,0,43.00,†,77.00,0,–,0,–,2.50,2.00,0,1.00,0,4.00,9.50,1.00,14.00
ALABAMA YOUTH SERVICES,Alabama,="0100002",–,0,–,†,–,–,–,–,†,0,–,–,–,–,–,–,–,–,–,–,–,–,–
ALACHUA,Florida,1200030,1704.00,1704.00,17.00,17.00,18.00,95.00,624.00,683.00,284.00,3976.00,491.00,16.00,23.00,40.00,69.00,49.00,5.00,31.00,322.00,82.00,122.00,194.00,891.00
ALAMANCE-BURLINGTON SCHOOLS,North Carolina,3700030,1635.20,†,14.00,†,17.00,85.00,768.20,758.80,6.20,2899.10,433.10,20.00,22.60,29.30,51.90,33.00,18.10,76.60,5.00,84.40,159.10,115.70,267.00
ALAMEDA COUNTY OFFICE OF EDUCATION,California,="0691051",85.70,86.10,21.20,21.10,–,3.00,31.30,47.90,3.50,324.00,32.00,37.50,0,0,0,0,–,7.00,41.00,7.30,21.00,–,92.50
ALAMEDA UNIFIED,California,="0601770",524.00,513.60,19.60,19.90,–,32.40,330.80,160.80,0,804.10,64.50,2.10,4.00,9.00,13.00,0,–,3.00,22.00,24.00,47.00,–,104.50
ALAMO,Tennessee,4700030,36.30,34.30,16.30,17.30,3.00,4.50,28.50,="0.30",0,67.40,16.00,="0.70",1.00,0,1.00,1.40,–,1.00,0,2.00,2.00,1.00,6.00
ALAMO HEIGHTS ISD,Texas,4807590,303.60,303.50,15.00,15.00,1.90,16.00,127.30,139.20,19.20,537.80,52.30,2.00,–,–,12.90,4.00,5.00,3.00,10.00,10.00,24.30,20.10,90.60
ALAMOGORDO PUBLIC SCHOOLS,New Mexico,3500030,420.50,413.50,15.50,15.80,9.00,22.00,269.20,120.30,†,868.70,86.50,3.00,10.00,6.00,16.00,4.00,4.00,14.00,46.00,17.00,30.00,50.20,177.50
ALAMOSA SCHOOL DISTRICT NO. RE-11J,Colorado,="0802070",141.00,147.00,15.20,14.60,0,8.00,55.00,78.00,†,259.60,20.90,–,3.00,5.80,8.80,2.00,4.20,1.60,10.70,9.10,13.50,5.70,42.10
ALANSON PUBLIC SCHOOLS,Michigan,2621810,24.70,24.70,14.30,14.30,0,2.00,10.10,8.70,3.90,33.30,1.90,0,–,–,–,="0.30",0,1.00,–,1.00,–,–,4.40
ALASKA GATEWAY SCHOOL DISTRICT,Alaska,="0200050",30.80,30.70,13.70,13.70,0,1.00,12.60,17.20,†,70.50,16.30,–,0,0,0,0,1.00,5.00,3.00,1.20,1.90,0,11.30
ALBA PUBLIC SCHOOLS,Michigan,2602040,15.20,15.20,16.40,16.40,0,1.60,6.40,6.00,1.20,26.30,3.00,0,–,–,–,0,0,1.50,1.00,0,1.00,0,4.60
ALBA-GOLDEN ISD,Texas,4807650,69.50,†,12.10,†,1.10,3.20,29.70,32.00,3.50,130.50,18.00,="0.50",–,–,2.00,1.00,2.00,2.00,5.00,1.90,3.00,1.00,24.60
ALBANY CITY SCHOOL DISTRICT,New York,3602460,773.80,725.70,11.50,12.30,10.50,46.60,299.40,259.70,157.60,1544.10,253.00,4.00,0,–,14.30,13.60,0,8.00,112.00,31.00,11.00,52.90,270.50
ALBANY CITY UNIFIED,California,="0601860",165.90,165.90,22.00,22.00,–,10.50,97.90,53.70,3.80,265.80,34.50,0,2.00,5.00,7.00,2.00,–,–,8.50,10.90,13.50,–,23.50
ALBANY COMMUNITY CHARTER SCHOOL,New York,3600162,–,6.00,–,17.20,–,–,–,–,–,0,–,–,–,–,–,–,–,–,–,–,–,–,–
ALBANY COUNTY SCHOOL DISTRICT #1,Wyoming,5600730,310.00,309.70,11.40,11.50,2.00,15.00,148.00,145.00,–,654.00,94.00,12.00,9.00,13.00,23.00,7.00,11.00,7.00,18.00,15.00,23.00,26.00,108.00
ALBANY ISD,Texas,4807680,48.40,48.50,11.40,11.40,1.10,3.30,18.50,20.40,5.10,85.60,8.00,1.20,–,–,1.50,="0.80",0,2.00,2.00,3.00,2.70,1.00,15.00
ALBANY PREPARATORY CHARTER SCHOOL,New York,3600130,3.00,10.00,37.70,11.30,0,0,2.50,0,="0.50",3.00,0,0,–,–,–,0,0,0,0,0,0,0,0
ALBANY PUBLIC SCHOOL DISTRICT,Minnesota,2702930,99.40,98.50,17.60,17.70,4.40,3.80,43.00,47.40,="0.80",195.00,25.90,1.00,0,2.00,2.00,2.00,1.60,5.10,4.00,3.70,6.60,11.80,31.90
ALBANY R-III,Missouri,2902970,40.60,40.70,11.50,11.40,3.00,2.00,14.60,21.00,0,70.20,8.50,0,="0.60",="0.90",1.50,1.00,1.30,1.00,4.00,1.30,–,11.00,0
ALBANY SCHOOL DISTRICT,New Hampshire,3301350,–,†,†,†,–,–,–,–,†,0,–,–,–,–,–,–,–,–,–,–,–,–,–
ALBANY SCHOOL DISTRICT,Wisconsin,5500120,35.20,35.20,11.90,11.90,2.00,2.00,12.70,18.50,0,64.80,6.00,2.80,0,0,1.00,1.00,1.00,1.50,1.00,2.00,2.00,1.80,9.50
ALBANY SCHOOL DISTRICT,Vermont,5001740,9.50,10.00,10.90,10.40,0,="0.60",6.90,2.00,0,20.60,5.90,0,="0.50",="0.20",="0.70",1.00,–,0,0,1.00,–,0,2.50
ALBANY-SCHOHARIE-SCHENECTADY-SARATOGA BOCES,New York,3680100,234.20,226.00,3.60,3.70,1.00,0,26.20,68.40,138.60,338.50,0,4.00,–,–,6.00,1.00,0,8.20,0,10.00,3.90,70.20,1.00
ALBEMARLE CO PBLC SCHS,Virginia,5100090,1170.00,1080.60,10.90,11.80,9.00,50.00,361.00,750.00,†,2540.00,210.00,73.00,13.00,29.00,45.00,25.00,7.00,9.00,18.00,52.00,80.00,110.00,741.00
ALBERS SD 63,Illinois,1703270,14.70,15.00,11.80,11.50,="0.50",1.00,13.10,="0.10",0,16.70,–,0,0,0,0,0,–,0,0,1.00,–,0,1.00
ALBERT CITY-TRUESDALE COMM SCHOOL DISTRICT,Iowa,1900031,13.80,13.80,7.20,7.20,1.00,1.60,11.20,0,†,28.40,3.60,1.00,0,0,0,0,1.00,="0.50",1.00,1.00,1.00,0,5.50
ALBERT GALLATIN AREA SD,Pennsylvania,4202100,252.00,250.40,15.70,15.50,0,15.00,101.00,100.00,36.00,287.00,–,4.00,3.00,5.00,8.00,6.00,–,1.00,–,11.00,–,5.00,–
ALBERT LEA PUBLIC SCHOOL DISTRICT,Minnesota,2702970,227.80,†,15.60,†,5.00,13.00,101.30,106.70,1.80,438.80,68.40,11.00,0,3.00,3.00,4.50,2.00,6.00,13.70,9.00,18.00,23.10,52.30
ALBERTON K-12 SCHOOLS,Montana,3001860,17.30,17.30,11.00,11.00,–,–,10.50,6.80,†,20.70,1.50,0,="0.40",="0.30",="0.70",="0.50",–,="0.20",–,="0.50",0,0,–
ALBERTVILLE CITY,Alabama,="0100005",276.70,251.40,13.50,14.90,2.00,29.00,153.60,92.10,†,473.90,–,–,–,–,8.00,7.00,3.00,2.00,–,11.50,45.40,10.00,110.30
ALBIA COMM SCHOOL DISTRICT,Iowa,1903270,90.10,90.10,13.00,13.00,="0.80",5.50,38.50,45.30,†,158.60,17.00,0,1.00,2.00,3.00,0,1.90,2.00,2.00,5.00,9.40,0,28.20
ALBION,Oklahoma,4002580,6.20,6.20,15.20,15.20,1.00,0,4.20,0,1.00,16.60,3.00,0,0,0,0,0,1.00,="0.80",0,0,1.30,0,4.30
ALBION CENTRAL SCHOOL DISTRICT,New York,3602520,188.50,182.00,13.60,14.10,2.30,11.00,84.80,68.90,21.50,314.20,34.50,2.00,–,–,8.00,3.00,1.00,3.00,20.00,6.00,2.00,6.00,40.20
ALBION PUBLIC SCHOOLS,Michigan,2602070,82.80,83.70,17.20,17.00,1.00,4.00,26.40,38.90,12.50,168.60,28.80,0,–,–,2.00,1.00,0,9.00,1.00,5.00,12.00,5.70,21.30
ALBUQUERQUE PUBLIC SCHOOLS,New Mexico,3500060,6240.50,6164.10,15.30,15.40,45.70,386.00,4199.80,1609.00,†,12543.90,1500.60,74.60,132.50,82.70,215.20,89.10,89.00,193.30,571.60,340.50,442.10,950.10,1837.30
ALBURG SCHOOL DISTRICT,Vermont,5001770,20.90,21.00,10.40,10.30,0,1.60,10.60,5.60,3.10,43.60,13.00,0,="0.50",="0.50",1.00,1.00,0,0,0,1.50,2.00,2.20,2.00
ALBURNETT COMM SCHOOL DISTRICT,Iowa,1903300,39.10,39.20,16.00,16.00,0,2.30,15.20,21.60,†,75.10,11.00,0,1.00,1.00,2.00,2.00,0,1.50,2.00,2.00,3.00,0,12.50
ALCESTER-HUDSON SCHOOL DISTRICT 61-1,South Dakota,4600028,29.90,29.90,11.10,11.10,1.00,1.00,16.80,10.10,1.00,33.70,–,0,="0.80",="0.30",1.10,="0.80",–,="0.50",–,1.40,–,0,–
ALCOA,Tennessee,4700060,101.50,99.50,15.80,16.10,5.00,7.00,55.00,34.50,0,193.00,33.50,2.00,2.00,1.00,3.00,3.00,4.00,1.00,2.00,6.00,3.00,3.00,31.00
ALCONA COMMUNITY SCHOOLS,Michigan,2602160,54.00,54.00,18.90,18.90,0,4.00,18.50,26.50,5.00,104.10,9.80,0,–,–,2.00,1.00,1.00,3.00,1.00,3.00,4.00,0,25.30
ALCORN SCHOOL DIST,Mississippi,2800390,275.00,273.80,13.90,14.70,1.70,15.10,99.70,125.70,32.80,542.40,59.70,3.60,2.20,3.20,5.40,8.20,0,7.30,6.00,18.00,23.40,17.10,118.70
ALDEN CENTRAL SCHOOL DISTRICT,New York,3602550,154.50,156.80,12.30,12.10,0,11.10,61.30,61.40,20.70,327.00,22.00,0,0,–,4.00,4.00,3.00,4.00,18.50,5.00,5.50,8.50,98.00
ALDEN COMM SCHOOL DISTRICT,Iowa,1900032,19.00,18.90,10.60,10.60,0,3.20,15.80,0,†,37.10,4.70,0,0,0,0,="0.50",="0.30",0,1.00,2.00,1.00,0,8.60
ALDEN HEBRON SD 19,Illinois,1703300,39.50,40.00,12.30,12.20,1.00,0,17.00,21.50,0,52.50,–,0,0,–,–,0,–,1.00,0,2.00,–,1.00,9.00
ALDEN-CONGER PUBLIC SCHOOL DISTRICT,Minnesota,2703030,31.30,31.30,12.70,12.70,1.10,2.30,14.90,12.90,="0.10",54.40,6.70,0,0,="0.70",="0.70",1.00,0,2.00,1.00,1.10,2.00,4.40,4.20
ALDER ELEM,Montana,3017460,2.00,2.00,9.00,9.00,–,–,2.00,0,†,3.10,1.00,0,0,0,0,="0.10",–,0,–,0,0,0,–
ALDINE ISD,Texas,4807710,3922.80,3922.40,15.00,15.00,136.60,271.00,1680.90,1413.50,420.80,8003.30,1005.60,10.00,–,–,150.90,63.00,2.00,66.50,147.70,280.40,272.40,263.50,1818.50
ALEDO CUSD 201,Illinois,1703330,63.30,64.00,14.70,14.50,1.00,4.00,22.50,35.80,0,78.80,–,0,–,–,–,3.00,–,0,0,3.00,–,0,9.50
